_ID;housing;marital;campaign;education;poutcome;balance;contact;y;duration;default;day;age;loan;previous;job;month;pdays
2305;yes;divorced;1;secondary;unknown;202;unknown;no;318;no;15;34;no;0;services;may;-1
2306;yes;married;1;tertiary;failure;6;cellular;no;100;no;27;36;no;1;technician;jan;435
2307;no;divorced;3;tertiary;unknown;2515;unknown;no;40;no;20;47;no;0;management;jun;-1
2308;yes;divorced;25;tertiary;unknown;5195;unknown;no;55;no;2;36;no;0;management;jun;-1
2309;no;married;1;tertiary;unknown;2098;cellular;no;67;no;20;33;no;0;management;nov;-1
2310;no;married;2;tertiary;unknown;320;cellular;no;76;no;7;57;no;0;management;aug;-1
2311;yes;married;1;tertiary;unknown;3431;unknown;no;73;no;16;57;no;0;management;may;-1
2312;yes;married;2;secondary;unknown;50;unknown;no;89;no;20;34;no;0;admin.;may;-1
2313;yes;divorced;3;tertiary;unknown;370;cellular;no;109;no;19;51;no;0;housemaid;aug;-1
2314;no;divorced;1;primary;unknown;-182;cellular;no;98;no;9;54;no;0;blue-collar;jul;-1
2315;yes;single;17;tertiary;unknown;1623;unknown;no;21;no;5;52;no;0;self-employed;jun;-1
2316;yes;married;1;tertiary;unknown;13342;cellular;no;465;no;18;43;no;0;entrepreneur;nov;-1
2317;no;single;3;primary;unknown;6570;cellular;no;106;no;21;58;no;0;retired;jul;-1
2318;yes;married;1;secondary;failure;225;cellular;no;304;no;20;53;no;1;admin.;apr;340
2319;no;married;3;secondary;unknown;-665;cellular;no;342;no;30;44;no;0;management;jul;-1
2320;no;single;25;tertiary;unknown;0;unknown;no;16;no;16;29;no;0;management;may;-1
2322;no;married;3;primary;unknown;46;cellular;no;338;no;8;35;no;0;blue-collar;jul;-1
2323;no;married;5;secondary;unknown;2;cellular;no;197;no;22;40;no;0;self-employed;aug;-1
2324;yes;married;2;secondary;unknown;103;unknown;no;956;no;8;34;yes;0;blue-collar;may;-1
2325;yes;single;1;secondary;other;883;cellular;no;95;no;12;38;no;9;admin.;may;327
2326;yes;married;9;secondary;unknown;55;unknown;no;546;no;15;32;no;0;services;may;-1
2327;yes;married;4;secondary;unknown;8238;unknown;no;124;no;30;41;yes;0;admin.;may;-1
2328;yes;single;4;secondary;unknown;913;cellular;no;113;no;7;25;no;0;blue-collar;jul;-1
2329;yes;divorced;3;secondary;unknown;595;cellular;no;245;no;7;38;no;0;blue-collar;may;-1
2330;yes;single;2;secondary;unknown;7;cellular;no;188;no;22;26;no;0;technician;jul;-1
2331;no;single;5;tertiary;unknown;1661;cellular;no;199;no;19;37;no;0;technician;aug;-1
2333;no;married;1;secondary;unknown;338;unknown;no;90;no;14;36;no;0;services;may;-1
2334;yes;married;5;secondary;unknown;3132;unknown;no;350;no;23;33;no;0;management;may;-1
2335;yes;single;1;tertiary;failure;490;cellular;no;31;no;7;33;no;2;admin.;may;363
2336;yes;married;1;tertiary;unknown;2682;cellular;no;156;no;9;35;no;0;management;jul;-1
2337;yes;married;1;tertiary;unknown;0;unknown;no;299;no;27;24;no;0;services;may;-1
2338;no;married;2;secondary;unknown;596;cellular;no;510;no;30;29;no;0;unemployed;jan;-1
2339;yes;married;4;secondary;unknown;2059;cellular;no;177;no;25;54;no;0;blue-collar;aug;-1
2340;no;married;2;secondary;unknown;132;cellular;no;123;no;13;27;no;0;admin.;oct;-1
2341;no;married;1;secondary;unknown;0;cellular;no;270;no;2;34;no;0;management;feb;-1
2342;yes;married;4;primary;unknown;385;unknown;no;225;no;16;39;no;0;blue-collar;may;-1
2343;no;married;1;tertiary;unknown;223;cellular;no;63;no;28;38;no;0;management;jan;-1
2344;yes;married;13;tertiary;unknown;0;unknown;no;247;no;3;37;no;0;management;jun;-1
2345;yes;single;5;secondary;failure;512;cellular;no;206;no;30;26;yes;3;services;jan;239
2346;yes;married;2;tertiary;unknown;1169;unknown;no;168;no;6;36;no;0;entrepreneur;may;-1
2347;yes;single;12;tertiary;unknown;71;unknown;no;836;no;21;35;no;0;management;may;-1
2348;no;single;2;tertiary;unknown;940;cellular;no;131;no;8;30;no;0;management;aug;-1
2349;yes;single;1;secondary;unknown;-80;unknown;no;89;no;3;25;yes;0;technician;jun;-1
2350;yes;married;4;secondary;unknown;0;cellular;no;116;no;29;34;no;0;technician;aug;-1
2351;no;married;1;unknown;unknown;1317;unknown;no;58;no;12;52;no;0;unknown;jun;-1
2352;no;married;1;secondary;unknown;179;unknown;no;36;no;6;39;no;0;admin.;sep;-1
2353;yes;married;2;secondary;unknown;1007;cellular;no;240;no;21;34;no;0;management;jul;-1
2354;no;single;4;secondary;unknown;0;cellular;no;132;no;22;34;no;0;management;aug;-1
2355;yes;married;1;secondary;unknown;1286;cellular;no;544;no;17;30;yes;0;services;jul;-1
2356;yes;married;1;secondary;unknown;804;unknown;no;266;no;8;33;yes;0;services;may;-1
2357;no;single;2;secondary;unknown;4;cellular;no;443;no;4;30;no;0;student;feb;-1
2358;yes;married;1;primary;unknown;0;cellular;no;324;no;10;51;no;0;blue-collar;jul;-1
2359;yes;single;10;secondary;failure;417;cellular;no;15;no;6;36;no;3;services;feb;207
2360;no;married;2;primary;unknown;1678;cellular;no;263;no;28;48;no;0;blue-collar;jan;-1
2361;yes;divorced;1;secondary;unknown;532;unknown;no;199;no;11;37;no;0;services;jun;-1
2362;yes;married;2;secondary;unknown;407;cellular;no;145;no;29;58;no;0;management;jul;-1
2363;no;divorced;1;tertiary;unknown;659;cellular;no;56;no;2;56;yes;0;management;jun;-1
2364;yes;married;9;secondary;unknown;393;cellular;no;11;no;5;34;no;0;blue-collar;may;-1
2365;yes;divorced;1;secondary;other;661;cellular;no;411;no;18;33;no;2;admin.;nov;173
2366;no;single;23;secondary;unknown;0;cellular;no;165;no;29;26;no;0;services;jul;-1
2367;yes;single;3;unknown;unknown;838;unknown;no;619;no;12;40;no;0;management;may;-1
2368;yes;married;1;secondary;unknown;195;cellular;no;203;no;17;35;no;0;services;apr;-1
2369;yes;married;1;secondary;unknown;68;unknown;no;254;no;7;45;no;0;entrepreneur;may;-1
2371;yes;divorced;1;tertiary;unknown;321;unknown;no;189;no;9;35;no;0;management;may;-1
2373;yes;married;1;secondary;unknown;8;cellular;no;196;no;15;28;no;0;blue-collar;may;-1
2374;yes;divorced;1;secondary;unknown;739;unknown;no;171;no;9;32;no;0;blue-collar;may;-1
2377;no;single;4;secondary;unknown;2;cellular;no;239;no;11;35;no;0;technician;aug;-1
2378;yes;married;6;secondary;unknown;1439;telephone;no;73;no;28;39;no;0;blue-collar;jul;-1
2379;yes;divorced;2;secondary;failure;1491;cellular;no;203;no;6;42;no;2;blue-collar;may;334
2380;yes;single;1;secondary;success;6402;cellular;no;158;no;6;32;no;1;technician;may;167
2381;no;married;4;secondary;unknown;1210;cellular;no;100;no;9;30;no;0;unemployed;jul;-1
2382;no;single;1;tertiary;unknown;122;cellular;no;160;no;8;26;yes;0;management;jul;-1
2383;yes;single;1;secondary;unknown;0;cellular;no;661;no;19;30;no;0;student;nov;-1
2384;yes;married;1;tertiary;unknown;62;cellular;no;166;no;14;32;no;0;management;may;-1
2385;yes;married;2;secondary;unknown;3333;cellular;no;114;no;29;47;yes;0;services;jul;-1
2386;yes;married;1;tertiary;unknown;16992;unknown;no;58;no;29;33;no;0;technician;may;-1
2387;yes;married;8;primary;unknown;23;telephone;no;25;no;31;57;no;0;blue-collar;jul;-1
2388;yes;married;2;secondary;unknown;0;cellular;no;121;no;7;35;no;0;admin.;may;-1
2389;no;married;4;tertiary;unknown;6072;unknown;no;226;no;16;53;yes;0;technician;jun;-1
2390;no;single;2;secondary;unknown;366;unknown;no;234;no;16;24;yes;0;retired;may;-1
2391;no;divorced;1;tertiary;unknown;0;cellular;no;88;no;10;54;yes;0;management;jul;-1
2392;yes;married;1;tertiary;unknown;1343;unknown;no;85;no;21;31;yes;0;management;may;-1
2393;yes;married;1;secondary;unknown;2105;cellular;no;134;no;18;41;no;0;entrepreneur;nov;-1
2394;no;married;3;secondary;unknown;2319;cellular;no;251;no;4;44;no;0;unknown;aug;-1
2395;yes;single;1;secondary;unknown;35;cellular;no;152;no;14;35;no;0;services;may;-1
2396;no;married;1;tertiary;failure;877;cellular;no;202;no;13;30;no;5;management;aug;83
2397;yes;single;17;primary;unknown;30;unknown;no;379;no;30;43;no;0;blue-collar;may;-1
2398;no;married;6;secondary;unknown;-2082;cellular;no;123;yes;28;51;yes;0;entrepreneur;jul;-1
2399;no;married;2;secondary;unknown;89;cellular;no;156;no;30;60;no;0;retired;apr;-1
2400;no;married;1;secondary;unknown;104;unknown;no;332;no;17;43;no;0;self-employed;jun;-1
2401;yes;married;3;tertiary;unknown;1750;telephone;no;90;no;14;31;no;0;management;may;-1
2402;yes;married;1;primary;unknown;772;telephone;no;291;no;20;56;no;0;management;nov;-1
2403;yes;married;2;secondary;unknown;1048;telephone;no;23;no;6;42;no;0;technician;feb;-1
2404;no;married;2;primary;unknown;592;cellular;no;122;no;21;52;no;0;entrepreneur;jul;-1
2405;yes;married;2;secondary;failure;0;cellular;no;105;no;26;40;yes;1;technician;jul;172
2406;yes;married;4;secondary;unknown;3064;telephone;no;1143;no;11;36;no;0;services;may;-1
2407;no;married;3;primary;unknown;33;unknown;no;70;no;26;40;no;0;services;may;-1
2408;yes;married;2;secondary;unknown;0;cellular;no;264;no;8;46;no;0;blue-collar;may;-1
2409;no;single;2;secondary;unknown;1649;cellular;no;204;no;27;32;no;0;admin.;may;-1
2410;yes;single;1;tertiary;unknown;287;cellular;no;182;no;19;31;no;0;housemaid;nov;-1
2411;yes;divorced;2;secondary;unknown;0;cellular;no;386;no;17;41;no;0;technician;nov;-1
2412;no;married;3;primary;unknown;419;unknown;no;295;no;5;58;yes;0;housemaid;jun;-1
2413;yes;married;2;secondary;unknown;257;cellular;no;86;no;12;36;no;0;services;may;-1
2414;no;married;20;secondary;unknown;118;cellular;no;16;no;28;52;no;0;technician;aug;-1
2415;no;married;2;tertiary;unknown;251;cellular;no;413;no;20;42;no;0;management;aug;-1
2416;yes;single;3;tertiary;unknown;1731;unknown;no;323;no;29;32;yes;0;management;may;-1
2417;no;married;3;tertiary;unknown;0;cellular;no;78;no;13;62;no;0;management;oct;-1
2418;no;single;3;tertiary;unknown;23;cellular;no;121;no;25;31;no;0;technician;aug;-1
2420;no;married;1;tertiary;unknown;5498;cellular;no;265;no;19;34;no;0;self-employed;nov;-1
2422;yes;married;4;primary;unknown;7041;cellular;no;386;no;28;42;no;0;blue-collar;jul;-1
2423;no;single;2;secondary;unknown;654;unknown;no;594;no;19;37;no;0;entrepreneur;may;-1
2424;no;married;1;tertiary;unknown;1890;cellular;no;161;no;8;47;no;0;management;jul;-1
2425;yes;married;3;secondary;unknown;2400;cellular;no;450;no;5;32;yes;0;unemployed;feb;-1
2426;yes;married;6;secondary;unknown;519;cellular;no;217;no;25;46;no;0;blue-collar;aug;-1
2427;no;single;1;tertiary;unknown;1190;cellular;no;136;no;8;39;no;0;technician;aug;-1
2428;yes;single;1;secondary;unknown;229;unknown;no;322;no;9;28;no;0;services;may;-1
2429;no;single;1;secondary;failure;203;cellular;no;104;no;16;26;no;1;student;nov;196
2430;no;married;2;secondary;failure;1818;cellular;no;189;no;17;52;yes;4;technician;nov;111
2432;no;divorced;5;tertiary;unknown;39;cellular;no;123;no;19;33;no;0;technician;aug;-1
2434;no;single;2;secondary;unknown;57;cellular;no;632;no;8;35;yes;0;admin.;jul;-1
2435;yes;married;3;tertiary;unknown;1548;cellular;no;101;no;13;40;no;0;management;apr;-1
2437;yes;single;2;secondary;unknown;0;cellular;no;640;no;16;37;no;0;admin.;apr;-1
2438;yes;married;1;tertiary;failure;691;cellular;no;517;no;16;39;yes;1;management;apr;255
2439;yes;married;3;secondary;unknown;64;unknown;no;160;no;13;28;no;0;blue-collar;may;-1
2440;yes;divorced;3;tertiary;unknown;0;cellular;no;177;no;12;49;no;0;technician;jun;-1
2441;yes;married;1;secondary;unknown;957;unknown;no;206;no;21;36;no;0;admin.;may;-1
2442;yes;married;2;secondary;unknown;118;unknown;no;208;no;7;45;no;0;technician;may;-1
2443;yes;single;1;tertiary;unknown;218;cellular;no;169;no;12;29;no;0;technician;apr;-1
2445;yes;married;3;tertiary;unknown;20;cellular;no;505;no;17;35;yes;0;housemaid;jul;-1
2446;yes;married;2;secondary;failure;-28;cellular;no;284;no;18;30;no;1;blue-collar;may;371
2447;no;married;4;primary;failure;665;cellular;no;89;no;30;46;no;2;blue-collar;jan;235
2448;no;single;1;tertiary;unknown;5;cellular;no;138;no;29;25;no;0;student;sep;-1
2450;yes;married;4;primary;unknown;2519;unknown;no;262;no;15;42;no;0;blue-collar;may;-1
2451;no;married;1;secondary;unknown;3927;cellular;no;61;no;13;57;no;0;admin.;oct;-1
2452;yes;divorced;9;tertiary;unknown;401;cellular;no;217;no;24;42;no;0;management;jul;-1
2453;yes;married;2;tertiary;unknown;581;cellular;no;192;no;14;29;yes;0;management;jul;-1
2454;no;married;2;tertiary;unknown;1327;cellular;no;174;no;29;36;no;0;technician;oct;-1
2455;no;married;2;secondary;unknown;3242;unknown;no;292;no;25;31;no;0;unemployed;jun;-1
2456;yes;married;2;primary;unknown;3163;unknown;no;240;no;29;59;no;0;technician;may;-1
2457;no;divorced;2;secondary;unknown;32;cellular;no;282;no;4;50;no;0;unemployed;aug;-1
2458;yes;married;6;secondary;unknown;310;telephone;no;128;no;14;47;yes;0;admin.;aug;-1
2459;no;married;1;primary;unknown;0;telephone;no;161;no;2;46;no;0;housemaid;feb;-1
2460;yes;single;1;primary;failure;155;cellular;no;291;no;29;26;no;4;blue-collar;jan;244
2461;yes;single;1;secondary;unknown;11386;cellular;no;356;no;20;31;no;0;services;nov;-1
2462;yes;married;2;tertiary;unknown;1380;unknown;no;294;no;21;30;no;0;services;may;-1
2463;no;single;1;unknown;unknown;2443;unknown;no;422;no;18;47;no;0;blue-collar;jun;-1
2465;no;single;1;primary;unknown;4232;unknown;no;227;no;16;44;no;0;unemployed;jun;-1
2466;no;married;2;secondary;unknown;5564;cellular;no;560;no;17;42;no;0;self-employed;nov;-1
2467;yes;single;1;secondary;unknown;-402;cellular;no;135;no;17;32;no;0;services;apr;-1
2468;yes;single;1;secondary;unknown;1323;unknown;no;361;no;3;28;no;0;admin.;jun;-1
2469;yes;married;1;primary;unknown;1623;cellular;no;246;no;18;57;yes;0;retired;jul;-1
2470;yes;married;2;tertiary;unknown;1042;cellular;no;419;no;4;38;no;0;technician;feb;-1
2472;yes;married;1;secondary;unknown;865;cellular;no;71;no;17;54;no;0;admin.;nov;-1
2473;yes;married;3;tertiary;unknown;-1053;cellular;no;357;no;21;32;no;0;technician;jul;-1
2474;yes;married;2;tertiary;failure;1667;cellular;no;164;no;18;32;no;3;management;nov;179
2475;yes;divorced;4;secondary;unknown;975;unknown;no;263;no;15;59;no;0;admin.;may;-1
2476;no;married;2;secondary;unknown;2571;unknown;no;146;no;18;45;no;0;technician;jun;-1
2478;no;divorced;2;secondary;failure;769;cellular;no;72;no;28;50;no;4;admin.;jul;363
2479;yes;married;2;secondary;unknown;-136;cellular;no;131;no;12;34;yes;0;technician;aug;-1
2481;no;married;1;tertiary;unknown;931;cellular;no;1183;no;17;30;no;0;management;jul;-1
2482;no;married;3;secondary;unknown;565;cellular;no;123;no;4;62;no;0;housemaid;sep;-1
2483;yes;married;2;secondary;unknown;271;unknown;no;483;no;29;40;no;0;blue-collar;may;-1
2484;no;single;3;tertiary;unknown;1153;cellular;no;238;no;4;26;no;0;self-employed;may;-1
2485;yes;married;1;tertiary;unknown;-73;cellular;no;90;no;11;34;no;0;management;jul;-1
2487;no;divorced;9;tertiary;unknown;137;cellular;no;385;no;22;31;no;0;unknown;aug;-1
2488;yes;married;2;secondary;unknown;700;unknown;no;240;no;23;35;no;0;technician;may;-1
2489;no;married;1;primary;unknown;-966;cellular;no;104;no;14;55;yes;0;retired;may;-1
2490;no;married;2;secondary;unknown;96;cellular;no;109;no;29;34;no;0;admin.;aug;-1
2491;no;married;4;primary;unknown;4007;cellular;no;598;no;30;58;no;0;retired;nov;-1
2492;yes;single;8;tertiary;unknown;567;unknown;no;274;no;16;50;no;0;management;may;-1
2493;no;single;2;secondary;unknown;40;cellular;no;123;no;7;31;no;0;technician;aug;-1
2494;no;divorced;1;secondary;unknown;136;cellular;no;70;no;23;47;yes;0;admin.;jul;-1
2495;yes;single;1;tertiary;unknown;917;unknown;no;260;no;23;38;no;0;self-employed;may;-1
2496;yes;single;3;tertiary;unknown;593;cellular;no;190;no;29;46;no;0;management;jan;-1
2497;yes;married;2;primary;unknown;505;unknown;no;521;no;14;42;no;0;blue-collar;may;-1
2498;yes;married;1;secondary;unknown;2542;cellular;no;228;no;14;34;no;0;blue-collar;may;-1
2500;no;single;2;tertiary;unknown;807;cellular;no;74;no;27;38;no;0;student;feb;-1
2501;yes;married;2;secondary;unknown;9976;unknown;no;57;no;29;59;no;0;retired;may;-1
2502;no;married;3;secondary;unknown;0;cellular;no;119;no;30;32;no;0;admin.;jan;-1
2503;no;married;2;tertiary;unknown;540;cellular;no;124;no;19;55;no;0;management;nov;-1
2504;yes;married;50;secondary;unknown;280;cellular;no;65;no;31;35;yes;0;blue-collar;jul;-1
2505;no;divorced;6;tertiary;unknown;-59;cellular;no;127;no;28;56;yes;0;management;jul;-1
2506;yes;married;3;secondary;unknown;-517;cellular;no;172;yes;14;27;no;0;admin.;jul;-1
2507;yes;single;6;secondary;unknown;2613;cellular;no;174;no;30;42;no;0;unemployed;jul;-1
2508;no;married;6;unknown;unknown;-7;telephone;no;41;no;31;42;no;0;student;jul;-1
2509;yes;married;3;primary;unknown;0;unknown;no;232;no;30;41;no;0;blue-collar;may;-1
2510;no;divorced;1;secondary;unknown;-200;unknown;no;161;yes;6;53;yes;0;retired;jun;-1
2511;no;married;1;primary;unknown;2301;cellular;no;124;no;16;67;no;0;retired;apr;-1
2513;yes;married;2;primary;unknown;191;unknown;no;162;no;9;33;no;0;blue-collar;may;-1
2514;yes;single;2;unknown;unknown;694;unknown;no;431;no;6;31;no;0;technician;jun;-1
2515;yes;married;3;secondary;unknown;212;cellular;no;191;no;18;31;no;0;admin.;jul;-1
2516;yes;married;5;tertiary;unknown;1882;cellular;no;249;no;11;30;no;0;management;aug;-1
2517;yes;married;1;unknown;unknown;131;unknown;no;189;no;6;48;no;0;blue-collar;may;-1
2518;no;single;4;secondary;unknown;175;cellular;no;167;no;25;30;no;0;technician;aug;-1
2519;no;single;4;tertiary;unknown;0;cellular;no;73;yes;29;43;no;0;technician;aug;-1
2520;yes;divorced;1;tertiary;unknown;4425;unknown;no;162;no;30;38;no;0;management;may;-1
2521;yes;married;2;secondary;unknown;3533;cellular;no;235;no;12;46;no;0;unemployed;aug;-1
2522;no;divorced;1;secondary;unknown;3573;cellular;no;44;no;15;59;no;0;blue-collar;may;-1
2523;yes;divorced;2;tertiary;unknown;476;unknown;no;127;no;26;44;yes;0;management;may;-1
2524;yes;married;3;secondary;failure;1257;cellular;no;93;no;20;35;no;7;blue-collar;apr;329
2525;no;married;1;unknown;other;23;cellular;no;143;no;30;55;no;3;blue-collar;jan;2
2526;yes;single;2;tertiary;unknown;0;cellular;no;81;no;16;39;no;0;management;apr;-1
2527;yes;single;2;secondary;unknown;398;unknown;no;77;no;17;36;yes;0;services;jun;-1
2528;yes;married;4;secondary;unknown;745;unknown;no;115;no;23;33;no;0;blue-collar;may;-1
2529;no;single;1;tertiary;failure;8106;unknown;no;125;no;17;48;no;3;management;nov;111
2530;no;single;4;tertiary;unknown;0;cellular;no;53;no;19;33;no;0;management;aug;-1
2531;no;married;2;unknown;unknown;696;telephone;no;77;no;4;67;no;0;retired;may;-1
2532;yes;divorced;1;secondary;unknown;1266;telephone;no;45;no;3;48;no;0;unemployed;feb;-1
2533;no;married;2;tertiary;unknown;2416;cellular;no;74;no;11;57;no;0;management;aug;-1
2534;no;married;5;primary;unknown;25;cellular;no;169;no;21;31;no;0;housemaid;aug;-1
2535;no;single;2;tertiary;unknown;7513;cellular;no;269;no;11;30;no;0;student;aug;-1
2536;no;divorced;2;primary;failure;29;cellular;no;52;no;29;56;no;1;entrepreneur;jan;227
2537;yes;married;3;primary;unknown;5116;cellular;no;246;no;22;26;no;0;blue-collar;jul;-1
2538;yes;married;1;secondary;unknown;-1746;unknown;no;218;no;20;44;no;0;management;jun;-1
2541;yes;married;1;unknown;unknown;14;cellular;no;142;no;15;47;no;0;self-employed;may;-1
2542;yes;single;1;secondary;unknown;105;cellular;no;75;no;21;30;no;0;admin.;nov;-1
2543;no;married;1;tertiary;unknown;767;cellular;no;204;no;2;37;yes;0;management;feb;-1
2544;no;divorced;1;primary;unknown;0;cellular;no;542;no;10;56;yes;0;admin.;jul;-1
2545;yes;single;2;secondary;unknown;-228;unknown;no;122;no;16;43;yes;0;management;may;-1
2546;yes;married;1;secondary;unknown;508;unknown;no;70;no;30;42;no;0;services;may;-1
2547;yes;married;1;secondary;unknown;725;cellular;no;266;no;8;60;no;0;management;jul;-1
